Unique ID,Date of injury resulting in death (month/day/year),City,State,Zip Code,County,Latitude,Longitude,Agency responsible for death,Cause of death,Intentional Use of Force (Developing),Date (Year)
3924,01/19/2005,Dundalk,MD,21222.0,BALTIMORE,39.2682379,-76.485299,Baltimore County Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3923,01/19/2005,Hobbs,NM,88240.0,LEA,32.6955522,-103.1399636,Hobbs Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
20360,01/20/2005,Milwaukee,WI,53208.0,MILWAUKEE,43.035037,-87.950615,Milwaukee Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3925,01/21/2005,Chicago,IL,60625.0,COOK,41.9785355,-87.701456,"Chicago Police Department, Morton Grove Police Department",Gunshot,"Intentional Use of Force, Deadly",2005.0
3926,01/21/2005,Chicago,IL,60625.0,COOK,41.9785355,-87.701456,"Chicago Police Department, Morton Grove Police Department",Gunshot,"Intentional Use of Force, Deadly",2005.0
21563,01/21/2005,Elkridge,MD,21075.0,HOWARD,39.1760611,-76.7756777,Howard County Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
23006,01/21/2005,Nashville,TN,37218.0,DAVIDSON,36.2050954,-86.9472517,Ashland City Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
22155,01/21/2005,Indianapolis,IN,46250.0,MARION,39.9087389,-86.0651891,Marion County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3928,01/22/2005,Brimfield,OH,44240.0,PORTAGE,41.0899928,-81.3245254,Brimfield Township Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3930,01/22/2005,Marion,MT,59925.0,FLATHEAD,48.1144933,-114.6694558,Flathead County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3927,01/22/2005,San Jose,CA,95116.0,SANTA CLARA,37.354407,-121.8425697,San Jose Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3929,01/22/2005,Washington,DC,20020.0,DISTRICT OF COLUMBIA,38.8592977,-76.9952007,Washington Metropolitan Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3931,01/22/2005,Minneapolis,MN,55411.0,HENNEPIN,45.0059032,-93.3149817,Minneapolis Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3934,01/23/2005,Talladega,AL,35160.0,TALLADEGA,33.4567649,-86.0970752,Talladega Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3933,01/23/2005,Akron,OH,44306.0,SUMMIT,41.0674908,-81.4956068,Akron Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3935,01/23/2005,Bellflower,CA,90706.0,LOS ANGELES,33.8698185,-118.1424884,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
21736,01/24/2005,Newark,NJ,7103.0,ESSEX,40.7307558,-74.208226,Newark Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3936,01/24/2005,Goodyear Heights,OH,44305.0,SUMMIT,41.0891252,-81.4729898,Akron Police Department,Gunshot,Suicide,2005.0
3937,01/24/2005,Los Angeles,CA,90061.0,LOS ANGELES,33.9337217,-118.2753431,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3938,01/24/2005,Los Angeles,CA,90026.0,LOS ANGELES,34.0827463,-118.2724839,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3939,01/24/2005,Los Angeles,CA,90044.0,LOS ANGELES,33.9183284,-118.2918381,Los Angeles County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3940,01/24/2005,Port St. Lucie,FL,34983.0,ST LUCIE,27.3457733,-80.3579686,St. Lucie County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
19858,01/25/2005,Beaver Falls,PA,15010.0,BEAVER,40.7579599,-80.3258874,"Patterson Township Police Department, Beaver Falls Police Department",Gunshot,Suicide,2005.0
3941,01/26/2005,Katy,TX,77449.0,HARRIS,29.870251,-95.7087843,Harris County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3942,01/26/2005,Woodbury,MN,55125.0,WASHINGTON,44.9265606,-92.9671005,Woodbury Police Department,Vehicle,Vehicle/Pursuit,2005.0
3943,01/27/2005,Perry,GA,31211.0,HOUSTON,32.4752583,-83.7509388,Houston County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
22156,01/27/2005,Lafayette,IN,47909.0,TIPPECANOE,40.264091,-86.828483,Tippecanoe County Sheriff's Office,Vehicle,Vehicle/Pursuit,2005.0
3944,01/28/2005,Rohnert Park,CA,94928.0,SONOMA,38.3600478,-122.6865109,Rohnert Park Department of Public Safety,Gunshot,"Intentional Use of Force, Deadly",2005.0
3945,01/28/2005,Lakewood,CO,80214.0,JEFFERSON,39.7403607,-105.0767407,Lakewood Police Department,Vehicle,Vehicle/Pursuit,2005.0
18957,01/28/2005,Chickasha,OK,73018.0,GRADY,35.042035,-97.9340049,"Grady County Sheriff's Office, Chickasha Police Department, U.S. Federal Bureau of Investigation",Tasered,Yes,2005.0
3946,01/29/2005,Sanger,CA,93657.0,FRESNO,36.6931817,-119.5576828,Sanger Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3947,01/29/2005,Pasadena,TX,77506.0,HARRIS,29.69641,-95.1891896,Pasadena Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
19859,01/29/2005,Philadelphia,PA,19151.0,PHILADELPHIA,39.972476,-75.2495837,Philadelphia Police Department,Gunshot,"Intenional Use of Force, Deadly",2005.0
3948,01/30/2005,Poteet,TX,78065.0,ATASCOSA,29.0896717,-98.6191555,Atascosa County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3949,01/30/2005,Toledo,OH,43620.0,LUCAS,41.6590311,-83.5587448,Toledo Police Department,Tasered,Yes,2005.0
3950,01/30/2005,Carson,CA,90745.0,LOS ANGELES,33.8049689,-118.2640079,Los Angeles County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
25835,01/30/2005,Mt. Holly,NC,28012.0,GASTON,35.2798071,-81.0347406,Mount Holly Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3951,01/31/2005,Chicago,IL,60637.0,COOK,41.7806003,-87.5864564,Chicago Police Department,Vehicle,Vehicle/Pursuit,2005.0
3952,01/31/2005,East Alton,IL,62002.0,MADISON,38.8843709,-90.1236111,East Alton Police Department,Vehicle,Vehicle/Pursuit,2005.0
21040,01/31/2005,Union,MI,49130.0,CASS,41.7875082,-85.8573263,Elkhart County Sheriff's Office (IN),Vehicle,Vehicle/Pursuit,2005.0
21737,01/31/2005,North Bergen,NJ,7047.0,HUDSON,40.803391,-73.99557109999999,North Bergen Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3954,02/01/2005,Tampa,FL,33610.0,HILLSBOROUGH,27.9947037,-82.4313751,Tampa Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3953,02/01/2005,Fresno,CA,93726.0,FRESNO,36.8038287,-119.790942,Fresno Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
19860,02/02/2005,New Castle,PA,16105.0,LAWRENCE,41.015205,-80.337788,Pennsylvania State Police,Vehicle,Vehicle/Pursuit,2005.0
3956,02/03/2005,Berkeley,CA,94702.0,ALAMEDA,37.852157,-122.2866063,Albany Police Department,Vehicle,Vehicle/Pursuit,2005.0
3955,02/03/2005,Farmers Branch,TX,75234.0,DALLAS,32.9241691,-96.8672668,Farmers Branch Police Department,Gunshot,"Intenional Use of Force, Deadly",2005.0
3960,02/04/2005,Salem,NH,3079.0,ROCKINGHAM,42.7798578,-71.2321292,Salem Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
20359,02/04/2005,Cuba City,WI,53807.0,GRANT,42.6055549,-90.4298502,Grant County Sheriff's Office,Gunshot,Suicide,2005.0
3957,02/04/2005,,MS,,LAMAR,34.9173149,-89.3178505,Lamar County Sheriff's Office,Vehicle,Vehicle/Pursuit,2005.0
3958,02/04/2005,Pinellas Park,FL,33782.0,PINELLAS,27.866154,-82.725165,Pinellas County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3959,02/04/2005,Los Angeles,CA,90006.0,LOS ANGELES,34.047992,-118.290219,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
19646,02/05/2005,Philpot,KY,42366.0,DAVIESS,37.739847,-86.996383,Kentucky State Police,Gunshot,"Intentional Use of Force, Deadly",2005.0
3961,02/05/2005,Mission Viejo,CA,92692.0,ORANGE,33.6536606,-117.627527,U.S. Department of Homeland Security,Gunshot,"Intentional Use of Force, Deadly",2005.0
21738,02/05/2005,Deepwater,NJ,8023.0,SALEM,39.685184,-75.489091,"Wilmington Police Department, Pennsville Police Department",Gunshot,Suicide,2005.0
3966,02/06/2005,Waukegan,IL,60085.0,LAKE,42.3704906,-87.8540619,Waukegan Police Department,Vehicle,Vehicle/Pursuit,2005.0
3964,02/06/2005,Los Angeles,CA,90047.0,LOS ANGELES,33.9634686,-118.3090254,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
21041,02/06/2005,Warren,MI,48093.0,MACOMB,42.5200713,-83.0276819,Warren Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3963,02/06/2005,Downey,CA,90241.0,LOS ANGELES,33.9278279,-118.1264299,"Los Angeles County Sheriff's Department, Downey Police Department",Gunshot,Suicide,2005.0
3962,02/06/2005,Compton,CA,90221.0,LOS ANGELES,33.899281,-118.2095796,California Highway Patrol,Gunshot,"Intentional Use of Force, Deadly",2005.0
3965,02/06/2005,San Antonio,TX,78211.0,BEXAR,29.3228897,-98.5579785,San Antonio Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3967,02/07/2005,Northport,AL,35475.0,TUSCALOOSA,33.3106128,-87.576389,Tuscaloosa County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3968,02/08/2005,Hughes Springs,TX,75656.0,CASS,33.086479,-94.5976294,Hughes Springs Police Department,Gunshot,Suicide,2005.0
3969,02/08/2005,Broussard,LA,70518.0,LAFAYETTE,30.165345,-91.946548,Lafayette Parish Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
19647,02/08/2005,Louisville,KY,40213.0,JEFFERSON,38.1808116,-85.7196137,Kentucky State Police,Gunshot,"Intentional Use of Force, Deadly",2005.0
3971,02/09/2005,Midway City,CA,92655.0,ORANGE,33.7447921,-117.9810182,Westminster Police Department,Vehicle,Vehicle/Pursuit,2005.0
3970,02/09/2005,Huntington Beach,CA,92647.0,ORANGE,33.701164,-117.9928262,Santa Ana Police Department,Vehicle,Vehicle/Pursuit,2005.0
3972,02/09/2005,Marysville,WA,98270.0,SNOHOMISH,48.0544809,-122.175217,Marysville Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
21807,02/09/2005,Baltimore,MD,21201.0,BALTIMORE CITY,39.295811,-76.6295931,Baltimore Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3973,02/10/2005,San Diego,CA,92101.0,SAN DIEGO,32.716146,-117.160774,San Diego Police Department,Tasered,Yes,2005.0
3974,02/10/2005,Plano,TX,75074.0,COLLIN,33.0292999,-96.688227,Plano Police Department,Asphyxiated/Restrained,Yes,2005.0
3975,02/10/2005,Chicago,IL,60657.0,COOK,41.9366427,-87.6378528,Chicago Police Department,Tasered,Yes,2005.0
3976,02/10/2005,McIntosh,NM,87032.0,TORRANCE,34.8693768,-106.0529607,Torrance County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
18855,02/10/2005,Spartanburg,SC,29303.0,SPARTANBURG,35.0011287,-81.9479846,Spartanburg County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3977,02/11/2005,Corona,CA,92882.0,RIVERSIDE,33.8657956,-117.5793195,Corona Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3978,02/11/2005,Chicago,IL,60629.0,COOK,41.7714592,-87.7152034,Chicago Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
21042,02/12/2005,Detroit,MI,48205.0,WAYNE,42.4360001,-82.9805198,Detroit Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3981,02/12/2005,Orland Park,IL,60462.0,COOK,41.6023647,-87.7942826,Chicago Police Department,Vehicle,Vehicle/Pursuit,2005.0
3982,02/12/2005,Orland Park,IL,60462.0,COOK,41.6023647,-87.7942826,Chicago Police Department,Vehicle,Vehicle/Pursuit,2005.0
20358,02/12/2005,Pelican,WI,54501.0,ONEIDA,45.5798522,-89.3281603,Oneida County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3980,02/12/2005,Porterville,CA,93257.0,TULARE,36.0698282,-119.0416717,Porterville Police Department,Gunshot,Suicide,2005.0
21043,02/12/2005,Detroit,MI,48223.0,WAYNE,42.3974964,-83.2247397,Detroit Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3983,02/13/2005,Gardena,CA,90248.0,LOS ANGELES,33.867175,-118.2905837,Los Angeles Police Department,Vehicle,Vehicle/Pursuit,2005.0
3984,02/13/2005,Hobbs,NM,88240.0,LEA,32.7248246,-103.0986629,Hobbs Police Department,Vehicle,Vehicle/Pursuit,2005.0
3985,02/13/2005,LaGrange,IL,60525.0,COOK,41.8089663,-87.8694283,La Grange Police Department,Vehicle,Vehicle/Pursuit,2005.0
19648,02/14/2005,Puryear,TN,38251.0,HENRY,36.4862375,-88.2964059,Calloway (KY) County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3986,02/14/2005,Las Vegas,NV,89169.0,CLARK,36.1218114,-115.1423557,Las Vegas Metropolitan Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3987,02/14/2005,Leesburg,GA,31763.0,LEE,31.6594894,-84.1690378,Lee County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
21044,02/14/2005,Laingsburg,MI,48848.0,SHIAWASSEE,42.8884793,-84.3649718,Clinton County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3988,02/14/2005,Queens,NY,11419.0,QUEENS,40.687009,-73.822183,City of New York Police Department,Vehicle,Vehicle/Pursuit,2005.0
3989,02/15/2005,Fort Worth,TX,76133.0,TARRANT,32.6674967,-97.3648216,Fort Worth Police Department,Gunshot,Suicide,2005.0
3990,02/15/2005,Lubbock,TX,79401.0,LUBBOCK,33.5930936,-101.8471002,Lubbock Police Department,Vehicle,Vehicle/Pursuit,2005.0
3991,02/16/2005,Curlew,WA,99118.0,FERRY,48.8835848,-118.5995124,Ferry County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
3992,02/17/2005,Stockton,CA,95205.0,SAN JOAQUIN,37.9545966,-121.2725862,Stockton Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3993,02/17/2005,Ankeny,IA,50021.0,POLK,41.71775,-93.596003,Ankeny Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
21808,02/17/2005,Temple Hills,MD,20748.0,PRINCE GEORGES,38.8080471,-76.9555992,Prince George's County Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3996,02/18/2005,Houston,TX,77096.0,HARRIS,29.6810001,-95.4519396,Harris County Constable's Office Precinct 1,Tasered,Yes,2005.0
3994,02/18/2005,El Dorado,KS,67042.0,BUTLER,37.817722,-96.850361,El Dorado Police Department,Gunshot,Suicide,2005.0
3995,02/18/2005,Dayton,OH,45405.0,MONTGOMERY,39.8106642,-84.2148414,Montgomery County Sheriff's Office,Gunshot,Suicide,2005.0
4000,02/19/2005,New Orleans,LA,70129.0,ORLEANS,30.0377556,-89.915794,New Orleans Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3999,02/19/2005,Fayetteville,AR,72703.0,WASHINGTON,36.0941431,-94.1476544,Fayetteville Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
3997,02/19/2005,Douglasville,GA,30134.0,DOUGLAS,33.7831764,-84.7505616,Douglasville Police Department,Vehicle,Vehicle/Pursuit,2005.0
3998,02/19/2005,Calumet City,IL,60409.0,COOK,41.6219694,-87.562723,Cook County Sheriff's Office,Gunshot,"Intenional Use of Force, Deadly",2005.0
4001,02/19/2005,Rio Rico,AZ,85648.0,SANTA CRUZ,31.4302367,-110.9667939,U.S. Customs and Border Protection,Gunshot,"Intentional Use of Force, Deadly",2005.0
20357,02/19/2005,Cudahy,WI,53110.0,MILWAUKEE,42.9610294,-87.8508258,Cudahy Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4002,02/20/2005,Toronto,IA,52777.0,CLINTON,41.9050213,-90.8640346,Clinton County Sheriff's Office,Gunshot,Suicide,2005.0
4003,02/20/2005,Salinas,CA,93906.0,MONTEREY,36.703123,-121.6543559,Salinas Police Department,Tasered,Yes,2005.0
4004,02/20/2005,Brooklyn,NY,11217.0,KINGS,40.684171,-73.9877528,City of New York Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
19861,02/21/2005,Kingston,PA,18704.0,LUZERNE,41.275044,-75.870713,"Pennsylvania State Police, Kingston Police Department, Larksville Borough Police Department, Swoyersville Police Department",Gunshot,"Intentional Use of Force, Deadly",2005.0
21045,02/21/2005,Canton,MI,48187.0,WAYNE,42.3208899,-83.5072099,"Westland Police Department, Canton Township Department of Public Safety, Michigan State Police",Gunshot,"Intentional Use of Force, Deadly",2005.0
4006,02/22/2005,Dayton,OH,45406.0,MONTGOMERY,39.7758868,-84.2209604,Dayton Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4005,02/22/2005,San Antonio,TX,78238.0,BEXAR,29.4851919,-98.6312099,San Antonio Police Department,Vehicle,Vehicle/Pursuit,2005.0
21046,02/22/2005,Ecorse,MI,48229.0,WAYNE,42.2428423,-83.1380955,Ecorse Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
19862,02/23/2005,Ephrata,PA,17522.0,LANCASTER,40.1985294,-76.1633776,Pennsylvania State Police,Gunshot,Suicide,2005.0
4007,02/23/2005,Houston,TX,77099.0,HARRIS,29.673257,-95.578838,Houston Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
23004,02/23/2005,Finley,TN,38030.0,DYER,36.0927979,-89.5830091,Dyersburg Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4009,02/24/2005,Tyler,TX,75702.0,SMITH,32.350799,-95.3006374,"Tyler Police Department, Smith County Sheriff's Office",Gunshot,"Intentional Use of Force, Deadly",2005.0
4008,02/24/2005,Cincinnati,OH,45239.0,HAMILTON,39.2071093,-84.5833149,Cincinnati Police Department,Tasered,Yes,2005.0
4010,02/25/2005,Brownsville,TX,78520.0,CAMERON,25.8926643,-97.5056542,"Brownsville Police Department, U.S. Customs and Border Protection",Gunshot,"Intentional Use of Force, Deadly",2005.0
4013,02/25/2005,Orem,UT,84058.0,UTAH,40.2772479,-111.6999331,Orem Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4011,02/25/2005,Kansas City,KS,66106.0,WYANDOTTE,39.0721135,-94.6553645,Kansas City Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4012,02/25/2005,Frontenac,MO,63131.0,ST LOUIS,38.6359289,-90.4068668,St. Louis Metropolitan Police Department,Vehicle,Vehicle/Pursuit,2005.0
22488,02/25/2005,Lexington,VA,24450.0,LEXINGTON CITY,37.8045979,-79.4250811,Rockbridge County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
4014,02/26/2005,Scott,LA,70583.0,LAFAYETTE,30.243212,-92.0666565,Scott Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4015,02/26/2005,Delray Beach,FL,33444.0,PALM BEACH,26.4552561,-80.0862916,Delray Beach Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4016,02/26/2005,Anthem,AZ,85086.0,MARICOPA,33.8531006,-112.1439347,Arizona Department of Public Safety,Gunshot,"Intentional Use of Force, Deadly",2005.0
4017,02/28/2005,Las Cruces,NM,88001.0,DONA ANA,32.2864954,-106.7543762,"Las Cruces Police Department, New Mexico State Police",Gunshot,"Intentional Use of Force, Deadly",2005.0
4018,03/01/2005,Napoleonville,LA,70390.0,ASSUMPTION,29.871207,-90.9910249,Assumption Parish Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
22157,03/01/2005,Vincennes,IN,47591.0,KNOX,38.6390565,-87.5098727,"Indiana State Police, Knox County Sheriff's Office",Gunshot,"Intentional Use of Force, Deadly",2005.0
18854,03/04/2005,Orangeburg,SC,29115.0,ORANGEBURG,33.4923779,-80.8264281,Orangeburg County Sheriff's Office,Vehicle,Vehicle/Pursuit,2005.0
4019,03/04/2005,Lancaster,CA,93534.0,LOS ANGELES,34.6865876,-118.1352065,Los Angeles County Sheriff's Department,Tasered,Yes,2005.0
4020,03/04/2005,Shreveport,LA,71109.0,CADDO,32.492691,-93.792998,Shreveport Police Department,Vehicle,Vehicle/Pursuit,2005.0
4021,03/04/2005,Shreveport,LA,71109.0,CADDO,32.492691,-93.792998,Shreveport Police Department,Vehicle,Vehicle/Pursuit,2005.0
4023,03/05/2005,Naperville,IL,60563.0,DU PAGE,41.7799629,-88.1835088,Illinois State Police,Vehicle,Vehicle/Pursuit,2005.0
4024,03/05/2005,Naperville,IL,60563.0,DU PAGE,41.7799629,-88.1835088,Illinois State Police,Vehicle,Vehicle/Pursuit,2005.0
22158,03/05/2005,Valparaiso,IN,46383.0,PORTER,41.5206353,-87.0232942,Porter Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4022,03/05/2005,Thousand Palms,CA,92276.0,RIVERSIDE,33.8160244,-116.3789948,Riverside County Sheriff's Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4028,03/06/2005,Milwaukee,WI,53215.0,MILWAUKEE,42.9847013,-87.9228002,Milwaukee Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4029,03/06/2005,Belmont,CA,94002.0,SAN MATEO,37.5225676,-122.2736388,Belmont Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4025,03/06/2005,Deland,FL,32720.0,VOLUSIA,29.0271787,-81.3034158,DeLand Police Department,Tasered,Yes,2005.0
4026,03/06/2005,Jacksonville,FL,32205.0,DUVAL,30.308984,-81.7394489,Jacksonville Sheriff's Office,Vehicle,Vehicle/Pursuit,2005.0
4027,03/06/2005,Jacksonville,FL,32205.0,DUVAL,30.308984,-81.7394489,Jacksonville Sheriff's Office,Vehicle,Vehicle/Pursuit,2005.0
4030,03/06/2005,Casa Grande,AZ,85122.0,PINAL,32.942653,-111.7566203,Arizona Department of Public Safety,Gunshot,"Intentional Use of Force, Deadly",2005.0
4031,03/07/2005,Vista,CA,92081.0,SAN DIEGO,33.1917764,-117.2568878,San Diego County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
22491,03/07/2005,Portsmouth,VA,23704.0,PORTSMOUTH CITY,36.8224441,-76.3053362,Portsmouth Police Department,Gunshot,Suicide,2005.0
4033,03/07/2005,Needles,CA,92363.0,SAN BERNARDINO,34.7170889,-114.5130962,San Bernardino County Sheriff's Office,Gunshot,Suicide,2005.0
4032,03/07/2005,Houston,TX,77075.0,HARRIS,29.6278405,-95.2555244,Houston Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4036,03/08/2005,Grass Valley,OR,97029.0,SHERMAN,45.3601247,-120.7856113,"Oregon State Police, Sherman County Sheriff's Office",Gunshot,"Intentional Use of Force, Deadly",2005.0
4034,03/08/2005,San Antonio,TX,78216.0,BEXAR,29.5106627,-98.5021258,San Antonio Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4035,03/08/2005,Bremen,GA,30110.0,HARALSON,33.7106364,-85.1615645,Carroll County Sheriff's Office,Vehicle,Vehicle/Pursuit,2005.0
4037,03/09/2005,New Iberia,LA,70560.0,IBERIA,29.9851105,-91.8605828,"St. Mary Parish Sheriff's Office, Louisiana State Police",Vehicle,Vehicle/Pursuit,2005.0
22159,03/10/2005,Indianapolis,IN,46235.0,MARION,39.8235681,-85.9965165,Indianapolis Metropolitan Police Department,Tasered,Yes,2005.0
19863,03/10/2005,York,PA,17404.0,YORK,39.9703457,-76.7349068,York County Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
20356,03/10/2005,West Allis,WI,53219.0,MILWAUKEE,43.0045816,-88.001519,West Allis Police Department,Gunshot,Suicide,2005.0
4039,03/10/2005,Affton,MO,63123.0,ST LOUIS,38.5569167,-90.30767,St. Louis County Police Department,Vehicle,Vehicle/Pursuit,2005.0
4040,03/10/2005,Los Angeles,CA,90037.0,LOS ANGELES,34.0038491,-118.291556,Los Angeles Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4041,03/10/2005,Boca Raton,FL,33431.0,PALM BEACH,26.385788,-80.074007,"Boca Raton Police Department, Palm Beach County Sheriff's Office",Gunshot,"Intentional Use of Force, Deadly",2005.0
4045,03/11/2005,New Haven,CT,6513.0,NEW HAVEN,41.3092757,-72.8986039,New Haven Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4043,03/11/2005,Park Hills,MO,63601.0,ST FRANCOIS,37.8287491,-90.5446912,Park Hills Police Department,Gunshot,Suicide,2005.0
21562,03/11/2005,Woodbine,MD,21797.0,HOWARD,39.3786979,-77.0378752,Carroll County Sheriff's Office,Gunshot,Suicide,2005.0
4042,03/11/2005,San Antonio,TX,78260.0,BEXAR,29.6695148,-98.5058792,San Antonio Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4044,03/11/2005,Lake City,FL,32055.0,COLUMBIA,30.1931403,-82.6092972,Columbia County Sheriff's Office,Tasered,Yes,2005.0
4047,03/12/2005,Scappoose,OR,97056.0,COLUMBIA,45.7542809,-122.8776038,Portland Police Bureau,Gunshot,"Intentional Use of Force, Deadly",2005.0
4046,03/12/2005,Stone Mountain,GA,30083.0,DE KALB,33.799627,-84.207589,DeKalb County Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
20355,03/12/2005,Waukesha,WI,53188.0,WAUKESHA,43.0083765,-88.2402758,Waukesha Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4049,03/13/2005,Jacksonville,FL,32277.0,DUVAL,30.3783711,-81.6045339,Jacksonville Sheriff's Office,Gunshot,"Intentional Use of Force, Deadly",2005.0
21739,03/13/2005,Edison,NJ,8817.0,MIDDLESEX,40.5214986,-74.3937816,Edison Police Department,Gunshot,Suicide,2005.0
4048,03/13/2005,Harlingen,TX,78550.0,CAMERON,26.2263989,-97.6934785,Harlingen Police Department,Vehicle,Vehicle/Pursuit,2005.0
4050,03/13/2005,Miami,FL,33173.0,MIAMI DADE,25.7155077,-80.3399782,Miami-Dade Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4051,03/14/2005,Vallejo,CA,94591.0,SOLANO,38.1259898,-122.2258051,Vallejo Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
4052,03/15/2005,Redwood City,CA,94063.0,SAN MATEO,37.4727457,-122.2076087,San Mateo County Sheriff's Office,Chemical agent/Pepper spray,Yes,2005.0
4055,03/16/2005,Sunbury,OH,43074.0,DELAWARE,40.3489796,-82.900447,Ohio State Highway Patrol,Gunshot,"Intentional Use of Force, Deadly",2005.0
19864,03/16/2005,Drums,PA,18222.0,LUZERNE,41.0433463,-76.016254,"Hazleton Police Department, Pennsylvania State Police",Gunshot,"Intentional Use of Force, Deadly",2005.0
4056,03/16/2005,Reno,NV,89502.0,WASHOE,39.5300676,-119.7914949,Washoe Tribal Police Department,Gunshot,"Intentional Use of Force, Deadly",2005.0
